name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Losing My Religion,R.E.M.,0.515,0.43,7.0,-9.935,1.0,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640.0,4.0
Disco 2000,Pulp,0.276,0.449,4.0,-11.428,1.0,0.0375,0.00782,0.783,0.108,0.278,101.687,audio_features,33HRECrmuelZxOpid6XTNX,spotify:track:33HRECrmuelZxOpid6XTNX,https://api.spotify.com/v1/tracks/33HRECrmuelZxOpid6XTNX,https://api.spotify.com/v1/audio-analysis/33HRECrmuelZxOpid6XTNX,230987.0,4.0
Sour Times,Portishead,,,,,,,,,,,,,,,,,,
Missing - 2013 Remaster,Everything But The Girl,,,,,,,,,,,,,,,,,,
Your Woman,White Town,,,,,,,,,,,,,,,,,,
Lump,The Presidents Of The United States Of America,,,,,,,,,,,,,,,,,,
Man On The Moon,R.E.M.,,,,,,,,,,,,,,,,,,
The Drugs Don't Work,The Verve,,,,,,,,,,,,,,,,,,
Mrs. Robinson - Remastered,The Lemonheads,,,,,,,,,,,,,,,,,,
Sit Down,James,,,,,,,,,,,,,,,,,,
Closing Time,Semisonic,,,,,,,,,,,,,,,,,,
Say It Ain't So,Weezer,,,,,,,,,,,,,,,,,,
Angel,"Massive Attack, Horace Andy",,,,,,,,,,,,,,,,,,
Alive,Pearl Jam,,,,,,,,,,,,,,,,,,
Sweet Harmony,The Beloved,,,,,,,,,,,,,,,,,,
Shiny Happy People,R.E.M.,,,,,,,,,,,,,,,,,,
Grace,Jeff Buckley,,,,,,,,,,,,,,,,,,
Doll Parts,Hole,,,,,,,,,,,,,,,,,,
Celebrity Skin,Hole,,,,,,,,,,,,,,,,,,
Pretend We're Dead,L7,,,,,,,,,,,,,,,,,,
Waltz #2 (XO),Elliott Smith,,,,,,,,,,,,,,,,,,
Cherry-coloured Funk,Cocteau Twins,,,,,,,,,,,,,,,,,,
Connection,Elastica,,,,,,,,,,,,,,,,,,
A Girl Like You,Edwyn Collins,,,,,,,,,,,,,,,,,,
Buddy Holly,Weezer,,,,,,,,,,,,,,,,,,
Sure Shot,Beastie Boys,,,,,,,,,,,,,,,,,,
Down By The Water,PJ Harvey,,,,,,,,,,,,,,,,,,
Into My Arms,Nick Cave & The Bad Seeds,,,,,,,,,,,,,,,,,,
Between the Bars,Elliott Smith,,,,,,,,,,,,,,,,,,
When You Sleep,my bloody valentine,,,,,,,,,,,,,,,,,,
Basket Case,Green Day,,,,,,,,,,,,,,,,,,
Child Psychology,Black Box Recorder,,,,,,,,,,,,,,,,,,
Every You Every Me,Placebo,,,,,,,,,,,,,,,,,,
Around the World,Daft Punk,,,,,,,,,,,,,,,,,,
Linger,The Cranberries,,,,,,,,,,,,,,,,,,
Heart-Shaped Box,Nirvana,,,,,,,,,,,,,,,,,,
Just,Radiohead,,,,,,,,,,,,,,,,,,
Creep,Radiohead,,,,,,,,,,,,,,,,,,
Alison,Slowdive,,,,,,,,,,,,,,,,,,
,,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,2.6e-05,0.126,0.269,77.971,audio_features,1aEsTgCsv8nOjEgyEoRCpS,spotify:track:1aEsTgCsv8nOjEgyEoRCpS,https://api.spotify.com/v1/tracks/1aEsTgCsv8nOjEgyEoRCpS,https://api.spotify.com/v1/audio-analysis/1aEsTgCsv8nOjEgyEoRCpS,174587.0,4.0
,,0.247,0.299,9.0,-6.083,1.0,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520.0,4.0
,,0.298,0.38,6.0,-8.426,1.0,0.0287,0.778,5.62e-05,0.11,0.152,75.602,audio_features,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y,285634.0,4.0
,,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,audio_features,1is8gU4RVcN4J8xItxWoOY,spotify:track:1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/tracks/1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/audio-analysis/1is8gU4RVcN4J8xItxWoOY,204094.0,4.0
,,0.686,0.494,1.0,-7.093,1.0,0.0355,0.613,5.8e-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067.0,4.0
,,0.703,0.578,1.0,-9.103,1.0,0.0728,0.446,0.0024,0.102,0.67,105.204,audio_features,2FwDApgXk91kXvqy2oB7dz,spotify:track:2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/tracks/2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/audio-analysis/2FwDApgXk91kXvqy2oB7dz,252734.0,4.0
,,0.424,0.615,9.0,-6.217,0.0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,audio_features,5M4yti0QxgqJieUYaEXcpw,spotify:track:5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/audio-analysis/5M4yti0QxgqJieUYaEXcpw,318591.0,4.0
,,0.762,0.604,7.0,-5.296,0.0,0.11,0.114,0.0,0.0271,0.847,168.007,audio_features,7yNf9YjeO5JXUE3JEBgnYc,spotify:track:7yNf9YjeO5JXUE3JEBgnYc,https://api.spotify.com/v1/tracks/7yNf9YjeO5JXUE3JEBgnYc,https://api.spotify.com/v1/audio-analysis/7yNf9YjeO5JXUE3JEBgnYc,97960.0,4.0
,,0.474,0.921,9.0,-10.431,0.0,0.0457,0.00491,0.85,0.476,0.696,93.01,audio_features,1aXV8GrmQLvgoFtBPERP7E,spotify:track:1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/tracks/1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/audio-analysis/1aXV8GrmQLvgoFtBPERP7E,122339.0,4.0
,,0.621,0.901,2.0,-5.396,1.0,0.0302,0.17,0.0,0.0875,0.744,113.967,audio_features,1Cwsd5xI8CajJz795oy4XF,spotify:track:1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF,300773.0,4.0
,,0.467,0.958,4.0,-4.808,0.0,0.0775,0.000479,0.199,0.299,0.701,145.92,audio_features,5CQvKyzkWI7TnUu2oB9QZ0,spotify:track:5CQvKyzkWI7TnUu2oB9QZ0,https://api.spotify.com/v1/tracks/5CQvKyzkWI7TnUu2oB9QZ0,https://api.spotify.com/v1/audio-analysis/5CQvKyzkWI7TnUu2oB9QZ0,180880.0,4.0
,,0.624,0.899,0.0,-5.709,1.0,0.0296,0.0221,0.000137,0.0975,0.79,104.061,audio_features,3SUusuA9jH1v6PVwtYMbdv,spotify:track:3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,193373.0,4.0
,,0.372,0.91,2.0,-5.559,1.0,0.0392,0.00101,0.0944,0.13,0.756,161.964,audio_features,2EEinN4Zk8MUv4OQuLsTBj,spotify:track:2EEinN4Zk8MUv4OQuLsTBj,https://api.spotify.com/v1/tracks/2EEinN4Zk8MUv4OQuLsTBj,https://api.spotify.com/v1/audio-analysis/2EEinN4Zk8MUv4OQuLsTBj,315333.0,4.0
,,0.277,0.663,4.0,-8.821,0.0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027.0,4.0
,,0.467,0.988,11.0,-3.313,1.0,0.112,0.000152,0.0484,0.28,0.321,130.433,audio_features,70wYA8oYHoMzhRRkARoMhU,spotify:track:70wYA8oYHoMzhRRkARoMhU,https://api.spotify.com/v1/tracks/70wYA8oYHoMzhRRkARoMhU,https://api.spotify.com/v1/audio-analysis/70wYA8oYHoMzhRRkARoMhU,220427.0,4.0
,,0.591,0.94,11.0,-4.341,1.0,0.0522,0.00391,0.0,0.383,0.676,100.043,audio_features,44Ljlpy44mHvLJxcYUvTK0,spotify:track:44Ljlpy44mHvLJxcYUvTK0,https://api.spotify.com/v1/tracks/44Ljlpy44mHvLJxcYUvTK0,https://api.spotify.com/v1/audio-analysis/44Ljlpy44mHvLJxcYUvTK0,224640.0,4.0
,,0.451,0.931,9.0,-3.871,1.0,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,spotify:track:1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU,302840.0,4.0
,,0.328,0.936,0.0,-3.254,1.0,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,audio_features,12dU3vAh6AFoJkisorfoUl,spotify:track:12dU3vAh6AFoJkisorfoUl,https://api.spotify.com/v1/tracks/12dU3vAh6AFoJkisorfoUl,https://api.spotify.com/v1/audio-analysis/12dU3vAh6AFoJkisorfoUl,289560.0,4.0
,,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280.0,4.0
,,0.697,0.877,3.0,-4.465,1.0,0.0462,0.462,0.00943,0.083,0.802,101.99,audio_features,4iEOVEULZRvmzYSZY2ViKN,spotify:track:4iEOVEULZRvmzYSZY2ViKN,https://api.spotify.com/v1/tracks/4iEOVEULZRvmzYSZY2ViKN,https://api.spotify.com/v1/audio-analysis/4iEOVEULZRvmzYSZY2ViKN,173631.0,4.0
,,0.635,0.89,11.0,-6.182,0.0,0.0769,0.00491,0.0,0.0731,0.533,180.045,audio_features,0I6rPjtBatbnqWzqvQhvp4,spotify:track:0I6rPjtBatbnqWzqvQhvp4,https://api.spotify.com/v1/tracks/0I6rPjtBatbnqWzqvQhvp4,https://api.spotify.com/v1/audio-analysis/0I6rPjtBatbnqWzqvQhvp4,153437.0,4.0
,,0.6,0.83,5.0,-2.789,1.0,0.311,0.154,0.0,0.0865,0.941,79.836,audio_features,5rTLetGFtJPn2PxK5z19xs,spotify:track:5rTLetGFtJPn2PxK5z19xs,https://api.spotify.com/v1/tracks/5rTLetGFtJPn2PxK5z19xs,https://api.spotify.com/v1/audio-analysis/5rTLetGFtJPn2PxK5z19xs,152500.0,4.0
,,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800.0,4.0
,,0.735,0.71,11.0,-10.222,1.0,0.0766,0.00851,0.762,0.0684,0.507,123.962,audio_features,75rGONmoi48LLYBFaGiYsv,spotify:track:75rGONmoi48LLYBFaGiYsv,https://api.spotify.com/v1/tracks/75rGONmoi48LLYBFaGiYsv,https://api.spotify.com/v1/audio-analysis/75rGONmoi48LLYBFaGiYsv,229425.0,4.0
,,0.705,0.776,4.0,-6.096,1.0,0.0445,0.0643,2.81e-06,0.0246,0.366,116.011,audio_features,0mA7zotmg2ZFMRALljdZsS,spotify:track:0mA7zotmg2ZFMRALljdZsS,https://api.spotify.com/v1/tracks/0mA7zotmg2ZFMRALljdZsS,https://api.spotify.com/v1/audio-analysis/0mA7zotmg2ZFMRALljdZsS,185304.0,4.0
,,0.747,0.616,3.0,-9.76,0.0,0.0324,0.176,0.116,0.143,0.908,131.975,audio_features,5u4hhtZ7f4rWkMZEZcTKrH,spotify:track:5u4hhtZ7f4rWkMZEZcTKrH,https://api.spotify.com/v1/tracks/5u4hhtZ7f4rWkMZEZcTKrH,https://api.spotify.com/v1/audio-analysis/5u4hhtZ7f4rWkMZEZcTKrH,192151.0,4.0
,,0.694,0.874,5.0,-5.988,0.0,0.0413,0.0367,0.0963,0.955,0.877,130.007,audio_features,2ezQq2qWhGO6J6q5JwC50d,spotify:track:2ezQq2qWhGO6J6q5JwC50d,https://api.spotify.com/v1/tracks/2ezQq2qWhGO6J6q5JwC50d,https://api.spotify.com/v1/audio-analysis/2ezQq2qWhGO6J6q5JwC50d,182040.0,4.0
,,0.725,0.221,9.0,-11.814,1.0,0.0918,0.815,7.83e-05,0.108,0.521,171.669,audio_features,3b1LOYktJgqGoy3QMyhOCk,spotify:track:3b1LOYktJgqGoy3QMyhOCk,https://api.spotify.com/v1/tracks/3b1LOYktJgqGoy3QMyhOCk,https://api.spotify.com/v1/audio-analysis/3b1LOYktJgqGoy3QMyhOCk,229444.0,3.0
,,0.632,0.92,2.0,-4.976,1.0,0.0531,0.119,0.508,0.114,0.363,127.001,audio_features,7kXmJwrZGIhDaLT9sNo3ut,spotify:track:7kXmJwrZGIhDaLT9sNo3ut,https://api.spotify.com/v1/tracks/7kXmJwrZGIhDaLT9sNo3ut,https://api.spotify.com/v1/audio-analysis/7kXmJwrZGIhDaLT9sNo3ut,290493.0,4.0
,,0.502,0.758,3.0,-9.76,1.0,0.0407,0.00915,0.783,0.284,0.729,112.499,audio_features,1KdwPeY1WRWQGHCmRJTveb,spotify:track:1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/tracks/1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/audio-analysis/1KdwPeY1WRWQGHCmRJTveb,213693.0,4.0
,,0.815,0.605,5.0,-9.118,0.0,0.0368,0.033,0.684,0.114,0.795,102.642,audio_features,3UBItNVbFQiVC5hBQlBvnr,spotify:track:3UBItNVbFQiVC5hBQlBvnr,https://api.spotify.com/v1/tracks/3UBItNVbFQiVC5hBQlBvnr,https://api.spotify.com/v1/audio-analysis/3UBItNVbFQiVC5hBQlBvnr,259893.0,4.0
,,0.667,0.699,7.0,-7.574,1.0,0.026,0.42,0.000442,0.201,0.655,118.567,audio_features,4jLv3tDBu8ww2R07DvL12s,spotify:track:4jLv3tDBu8ww2R07DvL12s,https://api.spotify.com/v1/tracks/4jLv3tDBu8ww2R07DvL12s,https://api.spotify.com/v1/audio-analysis/4jLv3tDBu8ww2R07DvL12s,314173.0,4.0
,,0.442,0.52,0.0,-8.648,1.0,0.0261,0.184,0.0,0.154,0.177,77.437,audio_features,15kLz0zNFdtsaJdXKSGmTU,spotify:track:15kLz0zNFdtsaJdXKSGmTU,https://api.spotify.com/v1/tracks/15kLz0zNFdtsaJdXKSGmTU,https://api.spotify.com/v1/audio-analysis/15kLz0zNFdtsaJdXKSGmTU,304880.0,4.0
,,0.494,0.936,4.0,-7.195,0.0,0.0401,0.0112,0.000693,0.276,0.835,107.393,audio_features,1Hnv9uDIokwi4nkcVUyS0X,spotify:track:1Hnv9uDIokwi4nkcVUyS0X,https://api.spotify.com/v1/tracks/1Hnv9uDIokwi4nkcVUyS0X,https://api.spotify.com/v1/audio-analysis/1Hnv9uDIokwi4nkcVUyS0X,224480.0,4.0
,,0.573,0.837,10.0,-8.352,0.0,0.0337,0.0144,0.0889,0.0544,0.796,101.59,audio_features,5lSOVaPDk7x9Ey6c9DqGZx,spotify:track:5lSOVaPDk7x9Ey6c9DqGZx,https://api.spotify.com/v1/tracks/5lSOVaPDk7x9Ey6c9DqGZx,https://api.spotify.com/v1/audio-analysis/5lSOVaPDk7x9Ey6c9DqGZx,301467.0,4.0
,,0.569,0.789,4.0,-8.559,1.0,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,audio_features,3z5ggGtcs4t8pizW521gW9,spotify:track:3z5ggGtcs4t8pizW521gW9,https://api.spotify.com/v1/tracks/3z5ggGtcs4t8pizW521gW9,https://api.spotify.com/v1/audio-analysis/3z5ggGtcs4t8pizW521gW9,235093.0,4.0
,,0.692,0.799,1.0,-7.924,1.0,0.164,0.388,0.0,0.301,0.549,97.978,audio_features,21REQ1bCUWphT2QK3bLWYQ,spotify:track:21REQ1bCUWphT2QK3bLWYQ,https://api.spotify.com/v1/tracks/21REQ1bCUWphT2QK3bLWYQ,https://api.spotify.com/v1/audio-analysis/21REQ1bCUWphT2QK3bLWYQ,199667.0,4.0
