name,artist,features
1901,Phoenix,"{'danceability': 0.59, 'energy': 0.829, 'key': 0, 'loudness': -5.649, 'mode': 1, 'speechiness': 0.0419, 'acousticness': 0.0601, 'instrumentalness': 3.99e-05, 'liveness': 0.19, 'valence': 0.704, 'tempo': 144.099, 'type': 'audio_features', 'id': '1Ug5wxoHthwxctyWTUMGta', 'uri': 'spotify:track:1Ug5wxoHthwxctyWTUMGta', 'track_href': 'https://api.spotify.com/v1/tracks/1Ug5wxoHthwxctyWTUMGta', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Ug5wxoHthwxctyWTUMGta', 'duration_ms': 193107, 'time_signature': 4}"
Breezeblocks,alt-J,"{'danceability': 0.615, 'energy': 0.658, 'key': 5, 'loudness': -7.299, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.096, 'instrumentalness': 0.000911, 'liveness': 0.205, 'valence': 0.293, 'tempo': 150.093, 'type': 'audio_features', 'id': '3n69hLUdIsSa1WlRmjMZlW', 'uri': 'spotify:track:3n69hLUdIsSa1WlRmjMZlW', 'track_href': 'https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3n69hLUdIsSa1WlRmjMZlW', 'duration_ms': 227080, 'time_signature': 4}"
Kathleen,Catfish and the Bottlemen,"{'danceability': 0.489, 'energy': 0.892, 'key': 11, 'loudness': -4.757, 'mode': 0, 'speechiness': 0.0786, 'acousticness': 0.000369, 'instrumentalness': 0.00293, 'liveness': 0.411, 'valence': 0.598, 'tempo': 137.93, 'type': 'audio_features', 'id': '1MHYAqWWdDRePmnqORynrq', 'uri': 'spotify:track:1MHYAqWWdDRePmnqORynrq', 'track_href': 'https://api.spotify.com/v1/tracks/1MHYAqWWdDRePmnqORynrq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1MHYAqWWdDRePmnqORynrq', 'duration_ms': 160886, 'time_signature': 4}"
On Melancholy Hill,Gorillaz,"{'danceability': 0.689, 'energy': 0.739, 'key': 2, 'loudness': -5.81, 'mode': 1, 'speechiness': 0.026, 'acousticness': 1.51e-05, 'instrumentalness': 0.509, 'liveness': 0.064, 'valence': 0.578, 'tempo': 120.423, 'type': 'audio_features', 'id': '0q6LuUqGLUiCPP1cbdwFs3', 'uri': 'spotify:track:0q6LuUqGLUiCPP1cbdwFs3', 'track_href': 'https://api.spotify.com/v1/tracks/0q6LuUqGLUiCPP1cbdwFs3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0q6LuUqGLUiCPP1cbdwFs3', 'duration_ms': 233867, 'time_signature': 4}"
Hypersonic Missiles,Sam Fender,"{'danceability': 0.551, 'energy': 0.814, 'key': 4, 'loudness': -3.683, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.00089, 'instrumentalness': 1.16e-06, 'liveness': 0.18, 'valence': 0.469, 'tempo': 130.971, 'type': 'audio_features', 'id': '6CltzquypraYIlWFp48m1O', 'uri': 'spotify:track:6CltzquypraYIlWFp48m1O', 'track_href': 'https://api.spotify.com/v1/tracks/6CltzquypraYIlWFp48m1O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6CltzquypraYIlWFp48m1O', 'duration_ms': 237987, 'time_signature': 4}"
Walking On A Dream,Empire of the Sun,"{'danceability': 0.871, 'energy': 0.701, 'key': 5, 'loudness': -5.594, 'mode': 0, 'speechiness': 0.0458, 'acousticness': 0.257, 'instrumentalness': 7.52e-06, 'liveness': 0.0589, 'valence': 0.716, 'tempo': 126.975, 'type': 'audio_features', 'id': '5r5cp9IpziiIsR6b93vcnQ', 'uri': 'spotify:track:5r5cp9IpziiIsR6b93vcnQ', 'track_href': 'https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ', 'duration_ms': 198440, 'time_signature': 4}"
Always Like This,Bombay Bicycle Club,"{'danceability': 0.659, 'energy': 0.591, 'key': 1, 'loudness': -6.713, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.441, 'instrumentalness': 0.000861, 'liveness': 0.0862, 'valence': 0.707, 'tempo': 121.14, 'type': 'audio_features', 'id': '73M2Vb5MfZh8iGKudkMtlw', 'uri': 'spotify:track:73M2Vb5MfZh8iGKudkMtlw', 'track_href': 'https://api.spotify.com/v1/tracks/73M2Vb5MfZh8iGKudkMtlw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/73M2Vb5MfZh8iGKudkMtlw', 'duration_ms': 245640, 'time_signature': 4}"
Fell In Love With a Girl,The White Stripes,"{'danceability': 0.356, 'energy': 0.982, 'key': 4, 'loudness': -1.574, 'mode': 0, 'speechiness': 0.112, 'acousticness': 0.713, 'instrumentalness': 0.00145, 'liveness': 0.941, 'valence': 0.299, 'tempo': 95.754, 'type': 'audio_features', 'id': '21Qsj3cMVCx2xF2EVVNbEu', 'uri': 'spotify:track:21Qsj3cMVCx2xF2EVVNbEu', 'track_href': 'https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu', 'duration_ms': 110093, 'time_signature': 4}"
Dreaming of You,The Coral,"{'danceability': 0.441, 'energy': 0.684, 'key': 9, 'loudness': -7.495, 'mode': 0, 'speechiness': 0.031, 'acousticness': 0.374, 'instrumentalness': 0.000848, 'liveness': 0.108, 'valence': 0.971, 'tempo': 199.001, 'type': 'audio_features', 'id': '6ebxt3Iylxe0GcEuUGlIvb', 'uri': 'spotify:track:6ebxt3Iylxe0GcEuUGlIvb', 'track_href': 'https://api.spotify.com/v1/tracks/6ebxt3Iylxe0GcEuUGlIvb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ebxt3Iylxe0GcEuUGlIvb', 'duration_ms': 141000, 'time_signature': 4}"
Don't Look Back into the Sun,The Libertines,"{'danceability': 0.211, 'energy': 0.849, 'key': 0, 'loudness': -3.994, 'mode': 0, 'speechiness': 0.116, 'acousticness': 0.00605, 'instrumentalness': 0.000436, 'liveness': 0.263, 'valence': 0.59, 'tempo': 175.616, 'type': 'audio_features', 'id': '4KspXoCVJXGY1VrvEe1Hdm', 'uri': 'spotify:track:4KspXoCVJXGY1VrvEe1Hdm', 'track_href': 'https://api.spotify.com/v1/tracks/4KspXoCVJXGY1VrvEe1Hdm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KspXoCVJXGY1VrvEe1Hdm', 'duration_ms': 180267, 'time_signature': 4}"
Fire,Kasabian,"{'danceability': 0.525, 'energy': 0.742, 'key': 10, 'loudness': -5.643, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.0874, 'instrumentalness': 0.149, 'liveness': 0.117, 'valence': 0.179, 'tempo': 117.029, 'type': 'audio_features', 'id': '0Ln5tJyLX5qusquBOtq7wf', 'uri': 'spotify:track:0Ln5tJyLX5qusquBOtq7wf', 'track_href': 'https://api.spotify.com/v1/tracks/0Ln5tJyLX5qusquBOtq7wf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Ln5tJyLX5qusquBOtq7wf', 'duration_ms': 252280, 'time_signature': 4}"
Belter,Gerry Cinnamon,"{'danceability': 0.71, 'energy': 0.664, 'key': 9, 'loudness': -9.683, 'mode': 0, 'speechiness': 0.117, 'acousticness': 0.643, 'instrumentalness': 0, 'liveness': 0.367, 'valence': 0.488, 'tempo': 126.947, 'type': 'audio_features', 'id': '1q8UBHd5QHw0d1dZOc2pzV', 'uri': 'spotify:track:1q8UBHd5QHw0d1dZOc2pzV', 'track_href': 'https://api.spotify.com/v1/tracks/1q8UBHd5QHw0d1dZOc2pzV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1q8UBHd5QHw0d1dZOc2pzV', 'duration_ms': 194000, 'time_signature': 4}"
Young Folks,Peter Bjorn and John,"{'danceability': 0.699, 'energy': 0.812, 'key': 0, 'loudness': -6.005, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.0164, 'instrumentalness': 0.000763, 'liveness': 0.105, 'valence': 0.662, 'tempo': 138.185, 'type': 'audio_features', 'id': '4dyx5SzxPPaD8xQIid5Wjj', 'uri': 'spotify:track:4dyx5SzxPPaD8xQIid5Wjj', 'track_href': 'https://api.spotify.com/v1/tracks/4dyx5SzxPPaD8xQIid5Wjj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dyx5SzxPPaD8xQIid5Wjj', 'duration_ms': 276693, 'time_signature': 4}"
Here It Goes Again,OK Go,"{'danceability': 0.537, 'energy': 0.882, 'key': 0, 'loudness': -2.306, 'mode': 1, 'speechiness': 0.0403, 'acousticness': 0.000342, 'instrumentalness': 9.06e-05, 'liveness': 0.12, 'valence': 0.81, 'tempo': 145.729, 'type': 'audio_features', 'id': '1pHP4JeQV9wDx87D6qH9hD', 'uri': 'spotify:track:1pHP4JeQV9wDx87D6qH9hD', 'track_href': 'https://api.spotify.com/v1/tracks/1pHP4JeQV9wDx87D6qH9hD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1pHP4JeQV9wDx87D6qH9hD', 'duration_ms': 179813, 'time_signature': 4}"
Elephant,Tame Impala,"{'danceability': 0.598, 'energy': 0.553, 'key': 9, 'loudness': -6.742, 'mode': 0, 'speechiness': 0.0397, 'acousticness': 0.562, 'instrumentalness': 0.157, 'liveness': 0.257, 'valence': 0.533, 'tempo': 123.075, 'type': 'audio_features', 'id': '6qZjm61s6u8Ead9sWxCDro', 'uri': 'spotify:track:6qZjm61s6u8Ead9sWxCDro', 'track_href': 'https://api.spotify.com/v1/tracks/6qZjm61s6u8Ead9sWxCDro', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6qZjm61s6u8Ead9sWxCDro', 'duration_ms': 211227, 'time_signature': 4}"
Evil,Interpol,"{'danceability': 0.489, 'energy': 0.769, 'key': 5, 'loudness': -3.524, 'mode': 1, 'speechiness': 0.038, 'acousticness': 0.00135, 'instrumentalness': 0.56, 'liveness': 0.0727, 'valence': 0.637, 'tempo': 128.985, 'type': 'audio_features', 'id': '4absiGHMelB8eH976ytjBj', 'uri': 'spotify:track:4absiGHMelB8eH976ytjBj', 'track_href': 'https://api.spotify.com/v1/tracks/4absiGHMelB8eH976ytjBj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4absiGHMelB8eH976ytjBj', 'duration_ms': 215827, 'time_signature': 4}"
